title,brand,price,img_url,category,shelf_life,id
Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,Saffola,1125.0,https://www.bigbasket.com/media/uploads/p/l/126153_9-saffola-tasty-refined-cooking-oil-blended-rice-bran-corn-oil-pro-fitness-conscious.jpg,"Foodgrains, Oil & Masala",180.0,377
Creamy Peanut Butter,Delight Nuts,175.0,https://www.bigbasket.com/media/uploads/p/l/40136326_1-delight-nuts-peanut-butter-creamy.jpg,Gourmet & World Food,,378
Coconut Flour,Nutty Yogi,299.0,https://www.bigbasket.com/media/uploads/p/l/40161966_1-nutty-yogi-coconut-flour.jpg,Gourmet & World Food,,379
Multigrain Bread Chips - Chilli Orange,GoodDiet,19.0,https://www.bigbasket.com/media/uploads/p/l/40167623_5-gooddiet-multigrain-bread-chips-chilli-orange.jpg,Gourmet & World Food,,380
Fresh Active Men Deodorant - 48h Long lasting Freshness,Nivea,900.0,https://www.bigbasket.com/media/uploads/p/l/1213583_2-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,Beauty & Hygiene,520.0,381
BB Home Loofah Brown BH002 BRN 1 pc + Dettol Honey & Shea Butter Gel 250 ml,bb Combo,379.0,https://www.bigbasket.com/media/uploads/p/l/1209687_1-bb-combo-bb-home-loofah-brown-bh002-brn-1-pc-dettol-honey-shea-butter-gel-250-ml.jpg,Beauty & Hygiene,520.0,382
Daily Glow 12.5% Vitamin C Serum - I With Grapeseed Extract pH 5.4 - Reduces Sun Spots & Dark Spots,Koric,645.0,https://www.bigbasket.com/media/uploads/p/l/40256062_1-koric-daily-glow-125-vitamin-c-serum-i-with-grapeseed-extract-ph-54-reduces-sun-spots-dark-spots.jpg,Beauty & Hygiene,520.0,383
Premium Natural Californian Almonds,Happilo,550.0,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,Gourmet & World Food,,384
"Stainless Steel Deep Dabba/Storage Container - No. 12, Plain",BB Home,509.0,https://www.bigbasket.com/media/uploads/p/l/40183413_7-bb-home-stainless-steel-deep-dabbastorage-container-no-12-plain.jpg,"Kitchen, Garden & Pets",,385
Daily Shine Shampoo,Dove,345.0,https://www.bigbasket.com/media/uploads/p/l/216809_12-dove-daily-shine-shampoo.jpg,Beauty & Hygiene,520.0,386
Stainless Steel Copper Bottom Cook & Serve Handi-Parpu Chetty Set - Durable,BB Home,999.0,https://www.bigbasket.com/media/uploads/p/l/40178153_14-bb-home-stainless-stainless-steel-copper-bottom-cook-serve-handi-parpu-chetty-set.jpg,"Kitchen, Garden & Pets",,387
Coconut Water With Pink Guava,FOCO,175.0,https://www.bigbasket.com/media/uploads/p/l/40186819_1-foco-coconut-water-with-pink-guava.jpg,Gourmet & World Food,,388
"Hyaluronic Acid 2% + Vitamin B5 Hydrating Face Serum - For Intense Hydration, Plump & Glowing Skin",StBotanica,1499.0,https://www.bigbasket.com/media/uploads/p/l/40221679_1-stbotanica-hyaluronic-acid-2-vitamin-b5-hydrating-face-serum-for-intense-hydration-plump-glowing-skin.jpg,Beauty & Hygiene,520.0,389
Wottagirl Fragrant Body Splash - Secret Crush,Layerr,215.0,https://www.bigbasket.com/media/uploads/p/l/30006265_4-layerr-wottagirl-perfume-spray-secret-crush.jpg,Beauty & Hygiene,520.0,390
"Naked & Rich Body Lotion - Deep Moisturising, Choco, Paraben-Free",MCaffeine ,790.0,https://www.bigbasket.com/media/uploads/p/l/1217538_2-mcaffeine-naked-rich-body-lotion-deep-moisturising-choco-paraben-free.jpg,Beauty & Hygiene,520.0,391
Absolute Lasting Liquid Lipstick,Deborah,1095.0,https://www.bigbasket.com/media/uploads/p/l/40146877_1-deborah-absolute-lasting-liquid-lipstick.jpg,Beauty & Hygiene,520.0,392
"Stainless Steel Dabba Set With Lid - Plain, Durable, High Quality, For Storage Use",Omega,730.0,https://www.bigbasket.com/media/uploads/p/l/40244870_3-omega-stainless-steel-dabba-set-with-lid-plain-durable-high-quality-for-storage-use.jpg,"Kitchen, Garden & Pets",,393
Deodorizing Charcoal Soap,Soulflower,400.0,https://www.bigbasket.com/media/uploads/p/l/30006972_4-soulflower-cold-processed-deodorizing-charcoal-handmade-soap.jpg,Beauty & Hygiene,520.0,394
Mutton - Curry Cut 500 g + Chicken Drumstick Without Skin 500 g,Fresho,1055.0,https://www.bigbasket.com/media/uploads/p/l/1221173_1-fresho-mutton-curry-cut-500-g-chicken-drumstick-without-skin-500-g.jpg,"Eggs, Meat & Fish",60.0,395
"Foaming Face Wash - Oil-Free, Wont Clog Pores, Removes Oil & 99.8% Pimple Causing Germs",Clean & Clear,75.0,https://www.bigbasket.com/media/uploads/p/l/20004192_6-clean-clear-foaming-face-wash.jpg,Beauty & Hygiene,520.0,396
40W Bulb,Panasonic LED,1075.0,https://www.bigbasket.com/media/uploads/p/l/40216228_1-panasonic-led-40w-bulb.jpg,"Kitchen, Garden & Pets",,397
Masala Lavash,Fresho Signature,95.0,https://www.bigbasket.com/media/uploads/p/l/40112539_12-fresho-signature-masala-lavash.jpg,"Bakery, Cakes & Dairy",30.0,398
Szechwan Original Sauce,HappyChef,159.0,https://www.bigbasket.com/media/uploads/p/l/40069138_10-happychef-szechwan-original-sauce.jpg,Gourmet & World Food,,399
"Olive Oil - Pure, Classic",BORGES,1350.0,https://www.bigbasket.com/media/uploads/p/l/267276_11-borges-olive-oil-pure-classic.jpg,Gourmet & World Food,,400
"Pointed Tweezer - For Eyebrows, Upper Lip, Facial Hair",Gubb,185.0,https://www.bigbasket.com/media/uploads/p/l/40213774_1-gubb-pointed-tweezer-for-eyebrows-upper-lip-facial-hair.jpg,Beauty & Hygiene,520.0,401
Rusk - Milk,Elite,10.0,https://www.bigbasket.com/media/uploads/p/l/30007659_5-elite-rusk-milk.jpg,"Bakery, Cakes & Dairy",30.0,402
"Cheese Grater - Box , Durable, High Quality, Multipurpose",Omega,355.0,https://www.bigbasket.com/media/uploads/p/l/40244853_2-omega-cheese-grater-box-durable-high-quality-multipurpose.jpg,"Kitchen, Garden & Pets",,403
"Cherry Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",Swiss Beauty,99.0,https://www.bigbasket.com/media/uploads/p/l/40223763_1-swiss-beauty-cherry-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg,Beauty & Hygiene,520.0,404
"Chicken Drumstick - Without Skin, Antibiotic Residue-Free, 8 To 14 pcs",Fresho,513.0,https://www.bigbasket.com/media/uploads/p/l/10001003_4-fresho-chicken-drumstick-without-skin-antibiotic-residue-free.jpg,"Eggs, Meat & Fish",60.0,405
Lash Sensational Waterproof Mascara - Black,Maybelline New York,510.0,https://www.bigbasket.com/media/uploads/p/l/40178867_4-maybelline-new-york-lash-sensational-waterproof-mascara-black.jpg,Beauty & Hygiene,520.0,406
Chicken Curry Cut Without Skin 500 g + Chicken Drumstick Without Skin 500 g,Fresho,540.0,https://www.bigbasket.com/media/uploads/p/l/1221159_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-drumstick-without-skin-500-g.jpg,"Eggs, Meat & Fish",60.0,407
"Pose HD Blush Duo - Lightweight, Smooth & Even Coverage",MyGlamm,699.0,https://www.bigbasket.com/media/uploads/p/l/40179054_3-myglal-pose-hd-blush-duo-blsh_001-coral-punch.jpg,Beauty & Hygiene,520.0,408
Premium Balloons - Mettalic Golden & Black,Hankley,249.0,https://www.bigbasket.com/media/uploads/p/l/40206368_1-hankley-premium-balloons-mettalic-golden-black.jpg,Cleaning & Household,730.0,409
"Kolkata/Bengali Saral Puti Fish - Whole, Uncleaned",Fresho,360.0,https://www.bigbasket.com/media/uploads/p/l/40248657_2-fresho-saral-puti-fish-whole-uncleaned-fresh-succulent.jpg,"Eggs, Meat & Fish",60.0,410
Green Tea Mattifying Moisturizer,Plum,470.0,https://www.bigbasket.com/media/uploads/p/l/40140075_1-plum-green-tea-mattifying-moisturizer.jpg,Beauty & Hygiene,520.0,411
Raw Shilajeet Black Drops,Rock Gold,999.0,https://www.bigbasket.com/media/uploads/p/l/40205649_2-rock-gold-raw-shilajeet-black-drops.jpg,Beauty & Hygiene,520.0,412
"Scent - Eau De Parfum, Xtremo",Fogg ,399.0,https://www.bigbasket.com/media/uploads/p/l/40230132_1-fogg-scent-eau-de-parfum-xtremo.jpg,Beauty & Hygiene,520.0,413
"Laundry Liquid Detergent - Lavender, Lilac & Bergamot, 0% Dyes, Bleach Formaldehyde, Keeps Clothes Clean",Koparo Clean,3499.0,https://www.bigbasket.com/media/uploads/p/l/40244355_2-koparo-clean-laundry-liquid-detergent-lavender-lilac-bergamot-0-dyes-bleach-formaldehyde-keeps-clothes-clean.jpg,Cleaning & Household,730.0,414
PhysioLift Day Smoothing Emulsion,Avene,2500.0,https://www.bigbasket.com/media/uploads/p/l/40184605_5-avene-physiolift-day-smoothing-emulsion.jpg,Beauty & Hygiene,520.0,415
Shower Gel - Blackcurrant & Bearberry,Fiama,449.0,https://www.bigbasket.com/media/uploads/p/l/40040786_8-fiama-shower-gel-blackcurrant-bearberry.jpg,Beauty & Hygiene,520.0,416
"Concentrated Liquid Laundry Detergent - Plant Based, Brazilian Rosewood Fragrance",Born Good,599.0,https://www.bigbasket.com/media/uploads/p/l/40259859_1-born-good-concentrated-liquid-laundry-detergent-plant-based-brazilian-rosewood-fragrance.jpg,Cleaning & Household,730.0,417
Absolute Perfect Radiance - Skin Brightening Day Creme With Sunscreens,Lakme,449.0,https://www.bigbasket.com/media/uploads/p/l/30007156_6-lakme-absolute-perfect-radiance-skin-brightening-day-creme-with-sunscreens.jpg,Beauty & Hygiene,520.0,418
"Mouth Freshener/ Mukhwas - Nukkad Kesar Saunf Mix, Aromatic, After Meal Digestive",Tummy Pops,85.0,https://www.bigbasket.com/media/uploads/p/l/40240029_2-tuly-pops-mouth-freshener-mukhwas-nukkad-kesar-saunf-mix-aromatic-after-meal-digestive.jpg,"Foodgrains, Oil & Masala",180.0,419
"Vitamin C Face Serum - For Glowing Skin,Anti-Ageing, Boosts Collagen",Arata,699.0,https://www.bigbasket.com/media/uploads/p/l/40227855_1-arata-vitamin-c-face-serum-for-glowing-skinanti-ageing-boosts-collagen.jpg,Beauty & Hygiene,520.0,420
Chicken - Gizzard,Fresho,235.0,https://www.bigbasket.com/media/uploads/p/l/10001011_3-fresho-chicken-gizzard.jpg,"Eggs, Meat & Fish",60.0,421
"Anti-Hairfall Shampoo - Aloe & 21 Ayurvedic Herbs, Silky, Shiny, Smooth Hair",Kesh King,499.0,https://www.bigbasket.com/media/uploads/p/l/40200336_2-kesh-king-anti-hairfall-shampoo-scalp-hair-medicine-nourishes-deeply.jpg,Beauty & Hygiene,520.0,422
"Aloe Fresh Aloe Vera & Lime Soap, Clears Excess Oil & Hydrates Skin",Santoor,209.0,https://www.bigbasket.com/media/uploads/p/l/40172427_3-santoor-aloe-fresh-soap.jpg,Beauty & Hygiene,520.0,423
"Anti Dandruff Shampoo - Small Onion Fenugreek, For Strong, Smooth & Healthy Hair",Meera,170.0,https://www.bigbasket.com/media/uploads/p/l/40160475_3-meera-anti-dandruff-shampoo.jpg,Beauty & Hygiene,520.0,424
Nature's Super Foods Organic Urad Dal Split/Uddina Bele,Aashirvaad,280.0,https://www.bigbasket.com/media/uploads/p/l/40202029_2-aashirvaad-natures-super-foods-organic-urad-dal.jpg,"Foodgrains, Oil & Masala",180.0,425
"Ceramic Storage Jar/Handi - Red Petal Design, Handcrafted, For Chutney, Pickle",BB Home Earth,349.0,https://www.bigbasket.com/media/uploads/p/l/40235141_2-bb-home-earth-storage-jar-with-comfortable-grip-handcrafted-red-petal-design.jpg,"Kitchen, Garden & Pets",,426
"Glass Water Bottle With Plastic Outer - Ice Green, BB1313",DP,329.0,https://www.bigbasket.com/media/uploads/p/l/40179579_6-dp-glass-water-bottle-with-plastic-outer-ice-green-bb1313.jpg,"Kitchen, Garden & Pets",,427
Gel Effect Lustre Nail Polish,Swiss Beauty,99.0,https://www.bigbasket.com/media/uploads/p/l/40205411_1-swiss-beauty-gel-effect-lustre-nail-polish.jpg,Beauty & Hygiene,520.0,428
"Mini Flat Brush - R7-FB, Colour May Vary",Vega,250.0,https://www.bigbasket.com/media/uploads/p/l/40089886_1-vega-mini-flat-brush-r7-fb-colour-may-vary.jpg,Beauty & Hygiene,520.0,429
Durum Wheat Pasta - Farfalle,BORGES,250.0,https://www.bigbasket.com/media/uploads/p/l/303137_3-borges-durum-wheat-pasta-farfalle.jpg,Gourmet & World Food,,430
"Door/Floor Mats - Rubber Moulded, 9mm Thick,, Parquet Design, Dark Grey",cocotuft,425.0,https://www.bigbasket.com/media/uploads/p/l/40230141_2-cocotuft-doorfloor-mats-rubber-moulded-9l-thick-parquet-design-dark-grey.jpg,Cleaning & Household,730.0,431
"Dry Pet Food - For Adult Dogs, Chicken & Vegetables",Pedigree,725.0,https://www.bigbasket.com/media/uploads/p/l/30005107_17-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,"Kitchen, Garden & Pets",,432
"Shades - Black, Eau De Toilette, Long-lasting Fragrance",Armaf,1350.0,https://www.bigbasket.com/media/uploads/p/l/40254703_2-armaf-shades-black-eau-de-toilette-long-lasting-fragrance.jpg,Beauty & Hygiene,520.0,433
Privé Eau De Toilette Natural Spray - Provides Dynamic Fragrance,Jaguar,3300.0,https://www.bigbasket.com/media/uploads/p/l/40224054_1-jaguar-prive-eau-de-toilette-natural-spray-provides-dynamic-fragrance.jpg,Beauty & Hygiene,520.0,434
"Cool Menthol Anti-Dandruff Shampoo - Cools & Energizes Scalp, Upto 100% Dandruff Free",Head & shoulders,75.0,https://www.bigbasket.com/media/uploads/p/l/267964_11-head-shoulders-anti-dandruff-shampoo-cool-menthol.jpg,Beauty & Hygiene,520.0,435
Moong Dal/Hesaru Bele,BB Royal,100.0,https://www.bigbasket.com/media/uploads/p/l/10000440_17-bb-royal-moong-dal.jpg,"Foodgrains, Oil & Masala",180.0,436
"Foxtail Millet Noodles - No Maida, Not Fried",Slurrp Farm,387.0,https://www.bigbasket.com/media/uploads/p/l/1220727_3-slurrp-farm-foxtail-millet-noodles-no-maida-not-fried.jpg,Snacks & Branded Foods,,437
Rohu Fish Large Curry Cut 1kg +Chilli Chicken Boneless 500G +Chicken Mince 500G,Fresho,1289.0,https://www.bigbasket.com/media/uploads/p/l/1203434_1-fresho-rohu-fish-large-curry-cut-1kg-chilli-chicken-boneless-500g-chicken-mince-500g.jpg,"Eggs, Meat & Fish",60.0,438
Masala French Fries - Chilli Garlic,sumeru,245.0,https://www.bigbasket.com/media/uploads/p/l/40018017_3-sumeru-masala-french-fries-chilli-garlic.jpg,Snacks & Branded Foods,,439
"Effervescent Tablets - Green Tea Lean, Antioxidants Rich, Detoxifying,  Tulsi Flavour",Suprfit,499.0,https://www.bigbasket.com/media/uploads/p/l/40244338_1-suprfit-effervescent-tablets-green-tea-lean-antioxidants-rich-detoxifying-tulsi-flavour.jpg,Gourmet & World Food,,440
"100% Organic Vermicompost Fertilizer/Manure  - Neem Extract As Insecticide, For Gardening Use",Greenwood,100.0,https://www.bigbasket.com/media/uploads/p/l/40244366_1-greenwood-100-organic-vermicompost-fertilizermanure-neem-extract-as-insecticide-for-gardening-use.jpg,"Kitchen, Garden & Pets",,441
Kitchen Pourer With Lid - 100% Melamine - Stylo - Red,Iveo ,482.0,https://www.bigbasket.com/media/uploads/p/l/40213521_1-iveo-100-melamine-stylo-kitchen-pourer-with-lid-red.jpg,"Kitchen, Garden & Pets",,442
Eyeshadow Kit,Miss Claire,395.0,https://www.bigbasket.com/media/uploads/p/l/40204731_2-miss-claire-eyeshadow-kit.jpg,Beauty & Hygiene,520.0,443
Pure Neem Skin Purifying Face Wash,Joy,130.0,https://www.bigbasket.com/media/uploads/p/l/40170458_6-joy-pure-neem-skin-purifying-face-wash.jpg,Beauty & Hygiene,520.0,444
"Open Marvel Basket - 4 Sizes, Black",Polyset,519.0,https://www.bigbasket.com/media/uploads/p/l/40228492_1-polyset-open-marvel-basket-4-sizes-black.jpg,Cleaning & Household,730.0,445
Cow Ghee/Tuppa - Organic Bilona,Himalayan Natives,399.0,https://www.bigbasket.com/media/uploads/p/l/40198149_3-himalayan-natives-cow-ghee-organic-bilona.jpg,"Foodgrains, Oil & Masala",180.0,446
"Health Tonic - Helps Induce Appetite, Provides Nutrients",Bayer's,162.0,https://www.bigbasket.com/media/uploads/p/l/40233679_1-bayers-health-tonic-helps-induce-appetite-provides-nutrients.jpg,Beauty & Hygiene,520.0,447
Signature Mysterious No Gas Body Deodorant - For Men,Axe,560.0,https://www.bigbasket.com/media/uploads/p/l/1213523_3-axe-signature-mysterious-no-gas-body-deodorant-for-men.jpg,Beauty & Hygiene,520.0,448
Glass Snack Bowl Set,Craftel,495.0,https://www.bigbasket.com/media/uploads/p/l/40162628_4-craftel-glass-snack-bowl-set.jpg,"Kitchen, Garden & Pets",,449
Extra Light Olive Oil,Rafael Salgado,6999.0,https://www.bigbasket.com/media/uploads/p/l/40043899_10-rafael-salgado-extra-light-olive-oil-for-indian-cooking.jpg,Gourmet & World Food,,450
Red Chilli Powder 200G +Turmeric/Haldi Powder 100G +Coriander/Dhania Powder 100G,BB Royal,180.0,https://www.bigbasket.com/media/uploads/p/l/1205588_1-bb-royal-red-chilli-powder-200g-turmerichaldi-powder-100g-corianderdhania-powder-100g.jpg,"Foodgrains, Oil & Masala",180.0,451
Argan Oil & Avocado Butter Body Lotion For Very Dry Skin - Autumn Edition,ST. D'VENCE,1497.0,https://www.bigbasket.com/media/uploads/p/l/1215120_1-st-dvence-argan-oil-avocado-butter-body-lotion-for-very-dry-skin-autumn-edition.jpg,Beauty & Hygiene,520.0,452
"Bio White Advanced Fairness Treatment Cream, 100% Botanical Extracts",BIOTIQUE,115.0,https://www.bigbasket.com/media/uploads/p/l/40120579_12-biotique-bio-white-whitening-brightening-cream.jpg,Beauty & Hygiene,520.0,453
"Mouthwash - Plax, Peppermint Fresh",Colgate,285.0,https://www.bigbasket.com/media/uploads/p/l/278990_15-colgate-mouthwash-plax-peppermint-fresh.jpg,Beauty & Hygiene,520.0,454
"Mad Angles – Achaari Masti,Crunchy Triangle Chips, Perfect For Snacking",Bingo,20.0,https://www.bigbasket.com/media/uploads/p/l/238341_19-bingo-mad-angles-achaari-masti.jpg,Snacks & Branded Foods,,455
Cinnamon Swirls,Unroll,179.0,https://www.bigbasket.com/media/uploads/p/l/40110586_3-unroll-cinnamon-swirls.jpg,Snacks & Branded Foods,,456
"Organic Homestyle Garlic Pickle - North Style, No Added Preservatives, Tangy Flavour",IndiSecrets,149.0,https://www.bigbasket.com/media/uploads/p/l/40199940_5-indisecrets-organic-homestyle-garlic-pickle.jpg,Snacks & Branded Foods,,457
Organic - Extra Virgin Olive Oil,Phalada Pure & Sure,675.0,https://www.bigbasket.com/media/uploads/p/l/40014262_1-phalada-pure-sure-organic-extra-virgin-olive-oil.jpg,"Foodgrains, Oil & Masala",180.0,458
Ayush Kwath - Immunity Booster,Organic India,184.0,https://www.bigbasket.com/media/uploads/p/l/40223289_2-organic-india-ayush-kwath-ilunity-booster.jpg,Gourmet & World Food,,459
"3 In 1 Hydro Wash - Body, Face & Hair, Hydrates, Rejuvenates Skin, For Men",Mancode,499.0,https://www.bigbasket.com/media/uploads/p/l/40243511_1-mancode-3-in-1-hydro-wash-body-face-hair-hydrates-rejuvenates-skin-for-men.jpg,Beauty & Hygiene,520.0,460
"Fruit Fills - Apple Flavour, Made With Healthy, Nutritious Ingredients, Soft",Timios,295.0,https://www.bigbasket.com/media/uploads/p/l/40229625_1-timios-fruit-fills-apple-flavour-made-with-healthy-nutritious-ingredients-soft.jpg,Snacks & Branded Foods,,461
Wooden Spoon - 110 MM,Nabhas,249.0,https://www.bigbasket.com/media/uploads/p/l/40214133_1-nabhas-wooden-spoon-110-l.jpg,Cleaning & Household,730.0,462
"Sunscreen Lotion - Cucumber, SPF 30, Normal to Sensitive Skin, All Natural, Mineral Line",Aroma Magic ,180.0,https://www.bigbasket.com/media/uploads/p/l/40051354_3-aroma-magic-sunscreen-lotion-cucumber.jpg,Beauty & Hygiene,520.0,463
"Ultra Slick Shaving Mousse - With Kaolin Clay, Moisturises Skin",Hajamat,449.0,https://www.bigbasket.com/media/uploads/p/l/40230202_2-hajamat-ultra-slick-shaving-mousse-with-kaolin-clay-moisturises-skin.jpg,Beauty & Hygiene,520.0,464
Kashmiri Rajma Masala,Keya,120.0,https://www.bigbasket.com/media/uploads/p/l/40158087_3-keya-kashmiri-rajma-masala.jpg,"Foodgrains, Oil & Masala",180.0,465
Tile Brush - Heavy Duty Nylon Bathroom,Liao,249.0,https://www.bigbasket.com/media/uploads/p/l/40113348_2-liao-tile-brush-heavy-duty-nylon-bathroom.jpg,Cleaning & Household,730.0,466
Rheumartho - For Joint & Muscle Pain,Baidyanath Nagpur,118.0,https://www.bigbasket.com/media/uploads/p/l/40201767_1-baidyanath-nagpur-rheumartho-for-joint-muscle-pain.jpg,Beauty & Hygiene,520.0,467
Cold Extracted Juice - Valencia Orange,Raw Pressery,100.0,https://www.bigbasket.com/media/uploads/p/l/40065041_5-raw-pressery-cold-extracted-juice-valencia-orange.jpg,Beverages,180.0,468
Polyset Premium Ultra Lunch Box/Tiffin Box - Red,Polyset,605.0,https://www.bigbasket.com/media/uploads/p/l/40181771_6-polyset-polyset-premium-ultra-lunch-boxtiffin-box-red.jpg,"Kitchen, Garden & Pets",,469
"Non-stick Roti/Chapati Tawa - 275 mm , Diamond Series",Anjali,626.0,https://www.bigbasket.com/media/uploads/p/l/40114254_1-anjali-non-stick-rotichapati-tawa-275-l-diamond-series.jpg,"Kitchen, Garden & Pets",,470
"Lavender Moisturizing Gel - Light, Non-oily, Naturally Soothing & Hydrating",Vaseline,265.0,https://www.bigbasket.com/media/uploads/p/l/40193819_3-vaseline-lavender-moisturizing-gel-light-non-oily-naturally-soothing-hydrating.jpg,Beauty & Hygiene,520.0,471
"Chicken Thigh - Boneless, Without Skin",Fresho,396.0,https://www.bigbasket.com/media/uploads/p/l/40227606_1-fresho-chicken-thigh-boneless-without-skin.jpg,"Eggs, Meat & Fish",60.0,472
Dust Free Broom - Deluxe,Gebi ,175.0,https://www.bigbasket.com/media/uploads/p/l/40130444_1-gebi-dust-free-broom-deluxe.jpg,Cleaning & Household,730.0,473
"Decorative T Light Candle Wax 3 To 4 Hrs Burning, Assorted BB1253",DP,459.0,https://www.bigbasket.com/media/uploads/p/l/40145144_5-dp-decorative-t-light-candle-wax-3-to-4-hrs-burning-assorted-bb1253.jpg,Cleaning & Household,730.0,474
L-Isoleucine Increase Energy Levels Capsule - For Blood Sugar Regulation,Healthvit,800.0,https://www.bigbasket.com/media/uploads/p/l/40218926_1-healthvit-l-isoleucine-increase-energy-levels-capsule-for-blood-sugar-regulation.jpg,Beauty & Hygiene,520.0,475
"Teen Sanitary Day & Night Pads - Biodegradable, Certified Organic",LemmeBe,520.0,https://www.bigbasket.com/media/uploads/p/l/40226327_1-lelebe-lets-call-it-a-night-everyday-is-a-fresh-beginning-heavy-flow-sanitary-pads-soft.jpg,Beauty & Hygiene,520.0,476
Apple Cider Vinegar with Mother,GoodDiet,375.0,https://www.bigbasket.com/media/uploads/p/l/40176348_14-gooddiet-apple-cider-vinegar-with-mother.jpg,Gourmet & World Food,,477
Plastic Smart Rectangle Container - Assorted Colour,Flair Plastics,439.0,https://www.bigbasket.com/media/uploads/p/l/40209390_3-flair-plastics-plastic-smart-rectangle-container-assorted-colour.jpg,"Kitchen, Garden & Pets",,478
"Sandal Ubtan Face Pack - With Haldi Chandan, Exfoliates The Skin, Removes Suntan",Jeva,250.0,https://www.bigbasket.com/media/uploads/p/l/40246791_1-jeva-sandal-ubtan-face-pack-with-haldi-chandan-exfoliates-the-skin-removes-suntan.jpg,Beauty & Hygiene,520.0,479
Cold Extracted Juice - Pomegranate,Raw Pressery,425.0,https://www.bigbasket.com/media/uploads/p/l/40086193_7-raw-pressery-cold-extracted-juice-pomegranate.jpg,Beverages,180.0,480
"Pre-Shave Conditioner - Softens & Smoothens Hair, For Men",ZLADE,349.0,https://www.bigbasket.com/media/uploads/p/l/40260155_1-zlade-zlade-pre-shave-conditioner-for-men-60-gm.jpg,Beauty & Hygiene,520.0,481
Whiteglow Skin Whitening & Brightening Gel Creme PA+++ - SPF 25,Lotus Herbals,99.0,https://www.bigbasket.com/media/uploads/p/l/40052390_3-lotus-herbals-whiteglow-skin-whitening-brightening-gel-creme-pa-spf-25.jpg,Beauty & Hygiene,520.0,482
Charm Avatar Deodorant & Body Spray Perfume For Men,Set Wet,220.0,https://www.bigbasket.com/media/uploads/p/l/40062831_4-set-wet-charm-avatar-deodorant-body-spray-perfume-for-men.jpg,Beauty & Hygiene,520.0,483
"Muesli - 20% Nuts Delight, Multigrain Breakfast Cereal, High In Iron & Fibre, Naturally Cholesterol Free",Kelloggs,745.0,https://www.bigbasket.com/media/uploads/p/l/40260406_1-kelloggs-muesli-20-nuts-delight-multigrain-breakfast-cereal-high-in-iron-fibre-naturally-cholesterol-free.jpg,Snacks & Branded Foods,,484
"Recharge - Midnight, Long Lasting, Deodorant, Bodyspray, For Men",Axe,230.0,https://www.bigbasket.com/media/uploads/p/l/40069157_5-axe-recharge-midnight-long-lasting-deodorant-bodyspray-for-men.jpg,Beauty & Hygiene,520.0,485
"Cupcake Moulds & Toothpick - Panda Print, Paper, BB1346",DP,119.0,https://www.bigbasket.com/media/uploads/p/l/40186681_1-dp-cupcake-moulds-toothpick-panda-print-paper-bb1346.jpg,"Kitchen, Garden & Pets",,486
Spin Mop Refill + Mop Stick,BB Home,550.0,https://www.bigbasket.com/media/uploads/p/l/40184734_8-bb-home-spin-mop-refill-mop-stick.jpg,Cleaning & Household,730.0,487
Baby Cream,Himalaya Baby,80.0,https://www.bigbasket.com/media/uploads/p/l/100014837_5-himalaya-baby-baby-cream.jpg,Baby Care,365.0,488
"Potato Chips - Simple Snack, Original Flavour",Pringles,269.0,https://www.bigbasket.com/media/uploads/p/l/40034809_5-pringles-potato-chips-simple-snack-original-flavour.jpg,Gourmet & World Food,,489
Cheeseful Naan,GOELD,150.0,https://www.bigbasket.com/media/uploads/p/l/40201283_1-goeld-cheeseful-naan.jpg,Snacks & Branded Foods,,490
Durum Wheat Kidz Pasta - Pink,HappyChef,95.0,https://www.bigbasket.com/media/uploads/p/l/40112469_6-happychef-durum-wheat-pasta-kids-pink.jpg,Gourmet & World Food,,491
Urad White Whole Gota - Rich In Fibre & Protein,Natureland Organics,135.0,https://www.bigbasket.com/media/uploads/p/l/40261330_1-natureland-organics-urad-white-whole-gota-rich-in-fibre-protein.jpg,"Foodgrains, Oil & Masala",180.0,492
Urad Gota - Whole,BB Popular,100.0,https://www.bigbasket.com/media/uploads/p/l/20000538_12-bb-popular-urad-gota-whole.jpg,"Foodgrains, Oil & Masala",180.0,493
Organic - Mustard/Sasive Big,BB Royal,119.0,https://www.bigbasket.com/media/uploads/p/l/40203929_1-bb-royal-organic-mustard-big.jpg,"Foodgrains, Oil & Masala",180.0,494
Plant Based Iron & Folate Dietary Supplement Capsules - For Energy,Nature Life Nutrition,975.0,https://www.bigbasket.com/media/uploads/p/l/40227463_2-nature-life-nutrition-plant-based-iron-folate-dietary-supplement-capsules-for-energy.jpg,Beauty & Hygiene,520.0,495
"Body Polishing Kit - Coffee Body Scrub & Choco Body Butter, Exfoliation, Tan Removal, Moisturization",MCaffeine ,1094.0,https://www.bigbasket.com/media/uploads/p/l/1220191_1-mcaffeine-body-polishing-kit-set-of-2.jpg,Beauty & Hygiene,520.0,496
